Respondent,RLH,Item_1,Item_2,Item_3,Item_4,Item_5,Item_6,Item_7,Item_8,Item_9,Item_10,Item_11,Item_12,Item_13,Item_14,Item_15,Item_16,Item_17,Item_18,Item_19,Item_20,Item_21,Item_22,Item_23,Item_24,Item_25,Item_26,Item_27,Item_28,Item_29,Item_30,Item_31,Item_32,Item_33,Item_34,Item_35,Item_36,Item_37,Item_38,Item_39,Item_40,Item_41,Item_42,Item_43,Item_44,Item_45,Item_46,Item_47,Item_48,Item_49,Item_50,Item_51,Item_52,Item_53,Item_54,Item_55,Item_56,Item_57,Item_58,Item_59,Item_60,Item_61,Item_62,Item_63,Item_64,Item_65,Item_66,Item_67,Item_68,Item_69,Item_70,Item_71,Item_72,Item_73,Item_74,Item_75,Item_76,Item_77,Item_78,Item_79,Item_80,Item_81,Item_82,Item_83,Item_84,Item_85,Item_86
0.0,0.0,0.9226861838167312,3.289253883462439,1.7749255440952214,1.4977264078812373,1.4852002656933752,2.3557967540401528,2.387252934182798,3.42660588314645,1.45696616075096,1.3320709648203133,1.8647056907328827,1.1905140540538364,1.9599382222096577,1.8402792435587114,0.011637056752320253,1.6852655322483037,1.9026940829277854,-1.1108234688454195,0.9865034386143273,1.018626943241686,1.6955388574530676,2.4587329838681944,0.36313678010594835,0.9910759036407409,0.8621198653187777,4.182333509935609,0.700382951786601,1.699009496805641,0.8744578568094579,1.7378527012240201,2.6628648878941505,1.9429116726539022,0.1078120830403842,1.5108873964468859,1.2682133566728633,0.9073325027651556,-0.28731966760305827,0.46117085315264417,0.31563020196883573,0.9384852012085187,1.5326098722679082,0.9310831868766511,2.644525733584405,1.5655862448386644,0.5283348272985597,-0.36914170120495643,1.9272772119395032,1.881515775347664,1.8881237010240581,1.751747920703265,1.9854976777974698,2.145048863117726,1.3548808434350845,0.3117262642116989,1.5709685229043657,3.4603422194636195,2.152571488687485,1.5723456958725461,1.2109917696663353,1.1899456259863608,2.1609546959028463,1.9465101223472487,2.37272732518759,2.4472941441931666,0.19672507252720647,1.8602124874721262,1.9450131814290683,2.023770951609915,2.5830875462464675,-0.7597322037816574,0.7687696116509817,2.568795011524146,1.5442582121852046,2.244097910467935,2.8876794636869194,-0.18049772008291673,1.1260202369839487,2.793229705165922,0.887848014858117,3.3136160624064246,1.6641999332799127,3.0930204013454,1.9220674115246286,3.0860200969907505,3.10889847411135,0.0
1.0,1.0,1.5017004225046364,2.5805215452433816,1.7244716862811709,1.4977264078812373,1.4852002656933752,1.380506474941451,2.387252934182798,4.982144656515215,1.45696616075096,1.3320709648203133,3.400049558294625,1.1905140540538364,3.5597062181101298,1.9760280251225235,0.011637056752320253,1.6852655322483037,1.9026940829277854,-1.1108234688454195,1.0295349133168492,1.018626943241686,1.936812075362079,2.4587329838681944,0.36313678010594835,0.9910759036407409,0.8621198653187777,2.7421601070986363,2.2574835077612483,1.259679633163251,0.8744578568094579,3.0582938961140496,1.7534371130829272,1.9429116726539022,0.1078120830403842,1.5108873964468859,1.2682133566728633,0.9073325027651556,-0.28731966760305827,0.46117085315264417,0.5735416524960577,0.9384852012085187,1.5326098722679082,0.9310831868766511,1.7906030466651606,1.5655862448386644,0.5283348272985597,-0.36914170120495643,1.9272772119395032,1.0890943772898032,1.8881237010240581,1.751747920703265,1.733490866891294,2.145048863117726,1.3548808434350845,0.3117262642116989,1.5709685229043657,3.4603422194636195,0.8122136955157284,1.5723456958725461,1.2109917696663353,2.0883682310413336,1.9918282644640357,1.9465101223472487,2.37272732518759,2.4472941441931666,1.0482080518706625,1.8219612000881613,1.801934186405519,2.752967675707895,2.5830875462464675,1.4413554369743788,1.7325421372209313,3.14234444005568,1.5442582121852046,1.2084626658457287,2.8876794636869194,1.0591519159887286,-0.5405875011436599,2.793229705165922,0.887848014858117,3.3136160624064246,-0.3657067717188193,1.8950744063124993,1.9220674115246286,0.8463556085842511,3.10889847411135,0.0
2.0,2.0,1.5017004225046364,2.5805215452433816,1.7244716862811709,1.3633271257788804,1.8302331705185444,1.380506474941451,2.387252934182798,3.42660588314645,1.45696616075096,1.3320709648203133,1.8647056907328827,1.1905140540538364,1.9599382222096577,1.9760280251225235,0.011637056752320253,1.6852655322483037,1.9026940829277854,0.34217146629719886,0.9865034386143273,1.018626943241686,1.9280706100708396,2.4587329838681944,0.36313678010594835,0.9910759036407409,0.8621198653187777,2.2883727236545393,0.700382951786601,1.259679633163251,1.134781783647549,1.7378527012240201,1.8715354122852843,1.9429116726539022,0.1078120830403842,0.11511870085007585,1.2682133566728633,0.9073325027651556,-0.28731966760305827,0.46117085315264417,0.5735416524960577,-0.7049080309160249,1.5326098722679082,0.9310831868766511,1.7906030466651606,1.5655862448386644,0.5283348272985597,-0.36914170120495643,1.9272772119395032,1.0890943772898032,1.8881237010240581,0.47172427060868577,2.013854198381773,2.145048863117726,1.3548808434350845,0.3117262642116989,1.5709685229043657,4.729148679970268,0.8791932859423769,1.5723456958725461,-0.98038032391424,2.0883682310413336,2.004608315295877,1.9901025490297515,2.8330801934137315,2.4472941441931666,1.0482080518706625,1.961206274182848,1.9450131814290683,2.752967675707895,2.5830875462464675,1.4413554369743788,1.7325421372209313,2.568795011524146,1.5442582121852046,2.9652486627049073,4.136661435871463,1.4851969046302298,1.1260202369839487,2.997234532957639,0.5400605677421253,3.3136160624064246,1.6641999332799127,1.8950744063124993,1.9220674115246286,4.562421056970142,3.10889847411135,0.0
3.0,3.0,0.8962800060704197,2.5805215452433816,1.7244716862811709,1.5785625377967323,1.529781496683573,1.380506474941451,1.9696739802042407,2.970151641816799,1.45696616075096,2.266855884901465,1.7233092859090602,2.2559486429222186,1.9599382222096577,1.9760280251225235,0.011637056752320253,1.0438804957493826,1.9026940829277854,-1.1108234688454195,0.9865034386143273,1.018626943241686,1.6955388574530676,2.4587329838681944,0.36313678010594835,1.5051492888820175,0.8621198653187777,2.2883727236545393,0.700382951786601,1.259679633163251,0.8744578568094579,1.7378527012240201,1.8715354122852843,1.9429116726539022,0.1078120830403842,1.5108873964468859,2.8009529401646476,2.090518187010487,-0.28731966760305827,0.6056260935699876,0.5735416524960577,0.9384852012085187,1.5326098722679082,0.9310831868766511,1.7906030466651606,1.799894335705968,0.5283348272985597,-0.36914170120495643,2.3440672484744614,1.0890943772898032,1.8881237010240581,1.751747920703265,2.013854198381773,1.1071757297287874,1.3548808434350845,0.3117262642116989,1.5709685229043657,3.4603422194636195,1.5452700784628417,1.5723456958725461,1.2109917696663353,2.0883682310413336,2.1609546959028463,1.9465101223472487,2.37272732518759,2.4472941441931666,1.0482080518706625,1.8602124874721262,1.9450131814290683,2.752967675707895,0.615220510895991,1.4413554369743788,0.5276072573330289,2.568795011524146,1.5442582121852046,2.244097910467935,2.7957691514775336,1.4851969046302298,1.1260202369839487,2.793229705165922,1.301479538106766,3.3136160624064246,1.6641999332799127,1.8950744063124993,1.9220674115246286,3.0860200969907505,3.10889847411135,0.0
4.0,4.0,3.0538453306532403,1.4396757237791276,1.7244716862811709,1.4977264078812373,1.4852002656933752,1.380506474941451,2.387252934182798,3.42660588314645,1.5657577131581326,1.3320709648203133,1.8647056907328827,1.1905140540538364,1.9599382222096577,1.0839410422626488,0.011637056752320253,1.6852655322483037,1.9026940829277854,-2.2498963086448787,0.9865034386143273,1.018626943241686,1.83902938952108,2.4587329838681944,0.36313678010594835,0.9910759036407409,0.8621198653187777,2.2883727236545393,-0.03428600160057663,1.259679633163251,1.4060602373739797,1.968877596498301,0.907457825045496,1.9429116726539022,0.1078120830403842,1.4068220384809333,1.2682133566728633,0.9073325027651556,-0.28731966760305827,0.46117085315264417,0.5735416524960577,0.9384852012085187,3.9209399494416477,0.9310831868766511,1.7906030466651606,1.5655862448386644,0.5283348272985597,-1.0347067640508418,1.9272772119395032,1.3618596863210806,1.8881237010240581,1.751747920703265,2.013854198381773,2.145048863117726,1.3548808434350845,0.3117262642116989,2.5439880695295534,3.4603422194636195,1.5452700784628417,0.5304031674655129,1.2109917696663353,2.0883682310413336,2.1609546959028463,1.9465101223472487,2.37272732518759,2.4472941441931666,1.0482080518706625,1.8602124874721262,3.363099040686018,2.752967675707895,2.5830875462464675,1.4413554369743788,1.7325421372209313,1.9205499246385629,1.5442582121852046,2.045497008303137,2.8876794636869194,1.4851969046302298,1.1260202369839487,2.793229705165922,0.887848014858117,3.3136160624064246,1.6641999332799127,1.8950744063124993,1.9220674115246286,3.0860200969907505,3.0188145365814103,0.0
5.0,5.0,1.5017004225046364,2.5805215452433816,1.7244716862811709,1.4977264078812373,1.4852002656933752,1.6602560713729453,2.077447175214057,3.42660588314645,1.45696616075096,1.782027757805614,1.8647056907328827,1.1905140540538364,1.9599382222096577,1.9760280251225235,0.011637056752320253,1.6852655322483037,1.9026940829277854,-1.1108234688454195,0.9865034386143273,1.018626943241686,1.6955388574530676,2.4587329838681944,0.36313678010594835,0.9910759036407409,0.8621198653187777,2.2883727236545393,0.700382951786601,1.259679633163251,0.6111208259649572,1.7378527012240201,1.8715354122852843,1.64640494131088,0.1078120830403842,1.5108873964468859,1.2682133566728633,0.9073325027651556,-0.28731966760305827,0.46117085315264417,1.9199831460410515,1.2408474961909635,1.5326098722679082,1.3371396313248187,1.8140820626499772,1.5655862448386644,0.5283348272985597,-0.36914170120495643,1.160906925499908,1.6722201008729092,2.5374037728746814,1.751747920703265,2.013854198381773,2.145048863117726,1.3548808434350845,0.3117262642116989,1.5709685229043657,3.8737945859625653,1.5452700784628417,1.5723456958725461,1.2109917696663353,2.0883682310413336,2.1609546959028463,1.1550477176240148,2.8362552150928755,2.03232847092727,1.0482080518706625,1.1390432124323342,1.9450131814290683,2.752967675707895,2.5830875462464675,1.4413554369743788,1.7325421372209313,2.1152699698231423,1.5442582121852046,2.244097910467935,3.009127924052928,1.4851969046302298,0.10428228872854693,2.793229705165922,0.887848014858117,3.3136160624064246,1.6641999332799127,1.8950744063124993,1.9220674115246286,3.0860200969907505,3.10889847411135,0.0
6.0,6.0,1.5017004225046364,2.5805215452433816,1.7244716862811709,1.4977264078812373,1.4852002656933752,1.380506474941451,1.8110739303266195,3.42660588314645,2.306322727539042,1.3320709648203133,1.8647056907328827,1.1905140540538364,1.9599382222096577,1.9760280251225235,0.011637056752320253,1.6852655322483037,1.694748371866948,-1.1108234688454195,1.0141246623799582,1.018626943241686,1.6955388574530676,3.3548615689650645,0.36313678010594835,0.9910759036407409,0.8621198653187777,2.704613853859132,0.700382951786601,1.259679633163251,0.29127894127687304,1.904316865797649,1.8715354122852843,1.9429116726539022,0.1078120830403842,2.3722812568970224,1.2682133566728633,0.9073325027651556,-0.28731966760305827,0.46117085315264417,0.5735416524960577,0.9384852012085187,1.5326098722679082,0.9310831868766511,1.7906030466651606,1.5655862448386644,0.5283348272985597,0.5607794564062316,1.9272772119395032,-0.1634241760401636,1.0725034102250592,1.751747920703265,2.013854198381773,2.145048863117726,1.3548808434350845,0.3117262642116989,1.5003871680640761,3.4603422194636195,1.5452700784628417,0.8985041685260401,1.2109917696663353,2.0883682310413336,2.1609546959028463,1.9465101223472487,2.37272732518759,2.4472941441931666,1.0482080518706625,1.8602124874721262,1.1513198879023234,2.752967675707895,2.5830875462464675,1.4413554369743788,2.0267579968284406,2.568795011524146,1.5442582121852046,2.244097910467935,2.8876794636869194,2.2513700580773537,2.2562856051648987,2.793229705165922,0.887848014858117,3.3136160624064246,1.6641999332799127,1.8950744063124993,2.3755899877206614,3.0860200969907505,3.10889847411135,0.0
7.0,7.0,1.5017004225046364,4.069231441744022,1.7244716862811709,3.4146867603882045,1.4852002656933752,1.380506474941451,2.387252934182798,3.42660588314645,1.45696616075096,0.5578874230022915,1.6384024815980096,1.1905140540538364,1.7917722991015443,1.9760280251225235,0.011637056752320253,1.6852655322483037,1.9026940829277854,-2.179972944956007,0.9865034386143273,1.2088874874896203,2.3794282220009166,2.4587329838681944,-0.2114552978898024,0.9910759036407409,0.8621198653187777,2.2883727236545393,0.700382951786601,1.259679633163251,0.8744578568094579,1.7378527012240201,1.8715354122852843,1.9429116726539022,0.1078120830403842,1.5108873964468859,1.2682133566728633,0.9073325027651556,-0.9218511471519109,0.816131557429881,0.5735416524960577,0.9384852012085187,1.5326098722679082,0.9310831868766511,1.3138189236070161,1.5655862448386644,0.5283348272985597,-0.6148462005118782,1.9272772119395032,1.0890943772898032,1.8881237010240581,1.751747920703265,2.013854198381773,2.4049889161440756,1.3548808434350845,0.3117262642116989,1.5709685229043657,3.4603422194636195,1.5452700784628417,1.5723456958725461,1.2109917696663353,2.0883682310413336,2.1609546959028463,1.9465101223472487,2.37272732518759,2.4472941441931666,1.0482080518706625,1.8602124874721262,1.5533940363438372,2.752967675707895,2.5830875462464675,1.5664643150073623,1.7325421372209313,2.568795011524146,2.1114511200065746,2.244097910467935,2.8876794636869194,1.4851969046302298,3.3527390796914576,2.793229705165922,0.8886953739971123,3.3136160624064246,1.6641999332799127,1.8950744063124993,1.9220674115246286,3.0860200969907505,3.10889847411135,0.0
8.0,8.0,1.5017004225046364,2.5805215452433816,1.7244716862811709,1.4977264078812373,1.4852002656933752,0.7997650985439166,2.387252934182798,3.749956412530075,1.45696616075096,1.3320709648203133,1.8647056907328827,0.00871475757898496,1.9599382222096577,1.9760280251225235,0.011637056752320253,1.6852655322483037,1.913773681369113,-1.1108234688454195,0.9865034386143273,1.018626943241686,1.6955388574530676,2.4587329838681944,0.36313678010594835,2.4563686493333665,0.8621198653187777,2.2883727236545393,0.700382951786601,1.5562322877287464,0.8744578568094579,1.7378527012240201,1.8715354122852843,1.9429116726539022,0.1078120830403842,1.5108873964468859,1.2682133566728633,0.9073325027651556,-0.03256442749579066,0.46117085315264417,0.5735416524960577,0.9384852012085187,1.5326098722679082,0.9310831868766511,1.7906030466651606,1.8170813585456276,0.5283348272985597,-0.36914170120495643,1.880065249225214,1.0890943772898032,1.8881237010240581,3.972332934464932,2.013854198381773,2.3090614723614284,1.3548808434350845,0.3117262642116989,1.5709685229043657,3.4603422194636195,1.5452700784628417,1.5723456958725461,0.937069324361014,0.31129331043053177,3.009339978899736,1.9465101223472487,2.37272732518759,2.118767525803492,1.0482080518706625,2.6501568432235416,1.9450131814290683,2.752967675707895,2.5830875462464675,1.4413554369743788,0.31715078830111476,2.568795011524146,1.5594520288677214,2.244097910467935,1.3240310620759372,1.4851969046302298,1.1260202369839487,2.793229705165922,0.887848014858117,3.3136160624064246,1.6641999332799127,1.8950744063124993,1.9220674115246286,3.0860200969907505,3.6365678842011246,0.0
9.0,9.0,1.5017004225046364,2.5805215452433816,1.7244716862811709,1.4977264078812373,1.4852002656933752,1.380506474941451,2.387252934182798,3.42660588314645,1.45696616075096,1.3320709648203133,2.6130927551716696,0.914546009721533,1.9599382222096577,1.9760280251225235,0.011637056752320253,1.6852655322483037,1.9026940829277854,-1.1108234688454195,0.9865034386143273,1.018626943241686,1.6955388574530676,2.5952298484460496,0.36313678010594835,0.9910759036407409,0.8621198653187777,1.1233564418478186,0.6450237134005767,1.259679633163251,0.747137701954835,1.7378527012240201,1.7066004788757585,1.9429116726539022,0.1078120830403842,1.5108873964468859,0.7538110501832217,0.9073325027651556,-0.28731966760305827,0.46117085315264417,0.5735416524960577,0.9384852012085187,1.5326098722679082,0.9310831868766511,1.7906030466651606,1.5655862448386644,0.5283348272985597,-0.4998264669473553,1.9272772119395032,1.0890943772898032,1.8881237010240581,1.751747920703265,2.013854198381773,2.145048863117726,-0.010961519848923301,0.3117262642116989,1.5709685229043657,3.4603422194636195,3.2340190216458127,2.569219785710844,1.395285128981777,2.0883682310413336,2.1609546959028463,1.9465101223472487,2.37272732518759,2.4472941441931666,1.0482080518706625,1.8602124874721262,1.9450131814290683,3.0452765824767467,2.5830875462464675,1.4413554369743788,1.7325421372209313,3.338792357727142,0.9462771558551611,2.244097910467935,2.8876794636869194,1.4851969046302298,1.1260202369839487,3.5065426500938925,0.887848014858117,3.3136160624064246,1.6641999332799127,1.8363776154084925,1.9220674115246286,3.66146711747312,3.10889847411135,0.0
