Respondent,RLH,Item_1,Item_2,Item_3,Item_4,Item_5,Item_6,Item_7,Item_8,Item_9,Item_10,Item_11,Item_12,Item_13,Item_14,Item_15,Item_16,Item_17,Item_18,Item_19,Item_20,Item_21,Item_22,Item_23,Item_24,Item_25,Item_26,Item_27,Item_28,Item_29,Item_30,Item_31,Item_32,Item_33,Item_34,Item_35
0.0,0.0,1.6498077942091949,0.9123397500330765,1.7704599531478586,0.8983227207695345,0.6701605571023014,1.5268941651055101,1.7941535733201974,1.858740967069831,1.2551084981623326,1.7152201014531037,1.098371097439482,1.0204120570812898,1.685562450096058,1.5486108765854754,1.2090308748122858,1.5253751515998102,2.3746496383834663,1.4492334551567125,1.435801231800315,0.5295781178530616,1.0035977072017508,1.2081735738888508,2.7625123747681686,1.302327929772827,1.3186459231782182,1.3885579399735584,0.06058308772929791,0.6301697557293423,0.7206978615771462,1.511242947274205,0.9157120493929478,1.6285636788977005,0.6872373273742879,-0.6445866535899252,0.0
1.0,1.0,1.6498077942091949,3.2912531366938174,-0.5123244668830825,1.0870068953928813,1.1103393027189825,3.6294005806065037,1.7941535733201974,1.5581341594685008,1.6035326167184487,0.864116126308324,1.098371097439482,1.0204120570812898,1.3771329109051715,1.5486108765854754,-0.15554111609287158,1.5253751515998102,1.529342980999212,1.4492334551567125,1.435801231800315,0.5295781178530616,1.0035977072017508,0.8950517114958422,1.3567958714031323,2.631192509633641,1.3186459231782182,1.960634593655458,1.2734916561077996,0.6301697557293423,0.887808659120553,0.5882253621858097,1.1051849322126994,2.0935130809248657,-0.042843410724394355,-1.4456941890294643,0.0
2.0,2.0,2.6600409592423575,2.177985248831205,3.73150191248209,0.8983227207695345,1.1103393027189825,1.5268941651055101,2.722767235758182,1.858740967069831,1.9480051132609737,1.2730448067622995,1.7833538810429934,1.0204120570812898,1.2857688517793822,1.8566456714159836,1.2090308748122858,1.5253751515998102,1.529342980999212,0.9001694360724223,1.435801231800315,0.5295781178530616,1.354251310591202,2.040892226702985,1.3072284698016712,0.8402587386135003,-0.25308656158393417,1.3885579399735584,0.07829443708377518,0.6301697557293423,0.887808659120553,0.5882253621858097,0.9157120493929478,0.5308956554522309,0.6872373273742879,-0.05824959581603967,0.0
3.0,3.0,1.6498077942091949,3.148076327307198,0.3683556824107315,0.8983227207695345,1.1103393027189825,1.5268941651055101,1.5793528545920168,1.858740967069831,1.6035326167184487,1.2841467564275253,-0.16492814276325324,2.561445511606841,1.3771329109051715,1.5486108765854754,1.2090308748122858,1.5253751515998102,1.529342980999212,1.4492334551567125,1.435801231800315,0.5295781178530616,2.3094719375398043,1.4119828272138546,2.6288596637659722,2.102438625238148,1.3186459231782182,3.674608894887392,1.2734916561077996,-0.38162184762312445,1.2007797630054116,0.5882253621858097,1.148616051618493,0.08649440390514586,0.6872373273742879,0.48611492809781875,0.0
4.0,4.0,0.6840320708789226,2.177985248831205,-1.13818516369655,1.646251276398425,1.1103393027189825,1.5268941651055101,1.7941535733201974,2.4821090030624595,1.6035326167184487,1.2730448067622995,1.0007048856846201,1.0204120570812898,1.1699639595046825,1.5486108765854754,3.4925264210766134,1.5253751515998102,0.6417362778906541,1.4492334551567125,1.435801231800315,0.8417739779049717,-0.7332640725705482,1.4119828272138546,1.3072284698016712,1.302327929772827,1.3186459231782182,1.3885579399735584,1.2734916561077996,0.4861030313104261,0.36779726204237595,0.5882253621858097,0.8063667094771187,2.686589047954504,0.6872373273742879,1.5119260367697307,0.0
5.0,5.0,0.36562216880331017,0.9737431107408897,1.3418045046359908,0.9820652283705659,1.1103393027189825,2.6641981105446617,1.7941535733201974,1.858740967069831,2.3610456749373583,1.2730448067622995,1.098371097439482,1.0204120570812898,1.3771329109051715,1.5486108765854754,1.2090308748122858,1.5253751515998102,2.242838127884065,3.2356289319115836,1.9109028958444811,0.5295781178530616,1.0035977072017508,1.4119828272138546,-0.14775001621027556,0.8644152069310834,3.074015661450477,1.3885579399735584,1.2734916561077996,0.10404675305357987,0.887808659120553,0.5363296244027732,0.9157120493929478,2.736959401393458,0.6872373273742879,0.48611492809781875,0.0
6.0,6.0,1.346699194543968,2.177985248831205,1.3418045046359908,0.1747489345574974,1.0407902374667115,1.5268941651055101,1.7941535733201974,1.5972734975472234,1.6035326167184487,1.2730448067622995,2.988952031279563,1.0204120570812898,1.3771329109051715,1.5486108765854754,2.900446772640508,1.5253751515998102,1.529342980999212,1.9078280806477603,0.2916386101261087,0.5295781178530616,1.0035977072017508,3.051822189258442,1.3072284698016712,0.13655357174857766,1.3186459231782182,0.12575083297150239,2.815926191927789,0.6301697557293423,-0.0402202469257898,0.5882253621858097,0.9157120493929478,0.5308956554522309,0.6872373273742879,0.401453791952217,0.0
7.0,7.0,0.9918553611685039,2.2006747924684302,-0.3113623311101759,0.8983227207695345,0.7960160867346006,3.686839122647722,1.7941535733201974,1.858740967069831,1.6035326167184487,1.2730448067622995,1.098371097439482,1.0204120570812898,1.9220569787375044,1.5486108765854754,1.2090308748122858,1.5253751515998102,1.529342980999212,1.4492334551567125,1.4189506649165875,2.678830475337609,1.0035977072017508,3.103779002806054,0.853468721919012,1.302327929772827,2.505610798491392,1.9748384265242949,1.2734916561077996,0.6301697557293423,0.887808659120553,0.5882253621858097,0.143003895589472,-1.3955081171521684,0.6872373273742879,0.48611492809781875,0.0
8.0,8.0,2.7639158997978845,3.3289417423065997,1.3418045046359908,2.92259780234068,1.1103393027189825,0.06301010786656848,3.204194896362854,1.858740967069831,1.6035326167184487,1.3858669067456868,-1.216970558964186,1.0204120570812898,1.3771329109051715,0.7086576520012114,1.2090308748122858,1.5253751515998102,1.529342980999212,1.9174872865456785,1.3046037887219244,0.5295781178530616,1.0035977072017508,1.4119828272138546,1.3072284698016712,1.302327929772827,1.3186459231782182,1.3885579399735584,2.120607429370277,-0.8036192121213407,0.887808659120553,0.5882253621858097,0.23081212962536135,-0.1536707345719653,1.1132962780093039,0.48611492809781875,0.0
9.0,9.0,2.417693742620855,2.177985248831205,1.3418045046359908,-0.9057849339321664,1.1103393027189825,1.5268941651055101,1.7941535733201974,1.858740967069831,2.4365184556973984,1.2730448067622995,1.7843085394157856,0.9266372627978611,1.3771329109051715,1.5486108765854754,1.2090308748122858,1.5253751515998102,1.529342980999212,1.4492334551567125,1.435801231800315,-0.5926776051296045,2.138713517476417,3.6524686428048097,1.2736969769054778,1.302327929772827,1.0634588190630945,1.8471069555665391,1.2734916561077996,0.6301697557293423,-0.15831857212486322,0.9010668685693408,0.9014463473696146,0.5308956554522309,-1.3773143475868967,0.48611492809781875,0.0
10.0,10.0,1.6498077942091949,2.1622174255958964,1.3418045046359908,1.267524602551621,-0.9838063838632495,1.5268941651055101,0.8019645983520258,1.3770023352797138,0.4461972069119759,1.2730448067622995,1.098371097439482,1.0204120570812898,0.1819656397863346,1.5486108765854754,1.2090308748122858,1.5253751515998102,1.529342980999212,1.8263314647269744,1.435801231800315,-0.6765444580657043,-0.3749428724875514,1.4119828272138546,1.8584575476824006,1.302327929772827,1.3186459231782182,1.3885579399735584,1.2734916561077996,0.6301697557293423,0.887808659120553,0.5882253621858097,2.458307762060744,0.5308956554522309,-0.5200460970290973,-1.9152189419237136,0.0
11.0,11.0,1.6498077942091949,2.177985248831205,1.3418045046359908,0.8983227207695345,2.774159342109621,1.5268941651055101,1.8575247673494875,2.5514346764863967,1.6035326167184487,1.5173133736174305,0.5982214912247025,2.826755541533602,1.3771329109051715,1.5486108765854754,1.2090308748122858,1.5253751515998102,-0.16718065045390149,1.4492334551567125,1.6025153865902824,0.5295781178530616,1.0035977072017508,1.4119828272138546,1.3072284698016712,1.302327929772827,-1.3268227059415472,1.5006201353734632,1.2734916561077996,0.6301697557293423,0.887808659120553,0.16941722719080127,-0.9303630547345215,0.8981571726474552,0.2641105072498456,0.48611492809781875,0.0
12.0,12.0,1.6498077942091949,2.774491792941809,1.3403518516246118,0.8983227207695345,1.1103393027189825,1.5268941651055101,1.7941535733201974,1.3600302573381247,0.8525829565497521,1.2730448067622995,1.098371097439482,-1.12017308266709,1.3771329109051715,1.5486108765854754,1.2090308748122858,0.7434953667111271,0.09526943842970659,-0.05188495452352444,1.947150949195245,2.266081737692268,-0.5090224499127105,1.4119828272138546,1.3072284698016712,1.2233686720668688,2.3389135010820947,3.2142152930946604,1.2734916561077996,0.6301697557293423,0.887808659120553,0.5882253621858097,0.9157120493929478,3.5409601577015177,0.6872373273742879,0.48611492809781875,0.0
13.0,13.0,1.6498077942091949,3.7764647422473154,0.5459991006331671,0.8983227207695345,0.08975855773070897,1.5268941651055101,1.7941535733201974,2.883844009185549,2.485038400434114,1.2730448067622995,0.10026061471810305,1.0204120570812898,1.3771329109051715,1.2115845693856362,0.680873604287631,1.5253751515998102,1.529342980999212,1.4492334551567125,1.435801231800315,0.5295781178530616,1.0035977072017508,1.4119828272138546,1.3072284698016712,1.302327929772827,1.295927883418763,1.3885579399735584,0.6942230780489648,-0.6691066982444709,0.887808659120553,-0.1557342274461793,1.0037890490269765,0.5308956554522309,1.723464965341981,2.1816248421096662,0.0
14.0,14.0,1.6498077942091949,2.177985248831205,1.3418045046359908,0.8983227207695345,1.1103393027189825,1.5268941651055101,1.7941535733201974,2.4754123522242155,1.6035326167184487,1.0606895623363766,1.098371097439482,-0.07876870518127409,1.3771329109051715,1.243669372283518,2.3463117360106693,1.5253751515998102,1.529342980999212,1.2884455779988637,2.3436866753110928,2.2912744029300924,-1.0335794135812229,1.4119828272138546,1.0210570524746443,1.302327929772827,2.317605785671524,1.3885579399735584,3.008774750275416,0.6301697557293423,0.887808659120553,0.2814668855584358,0.9157120493929478,-0.3406824116175932,0.6872373273742879,-1.3927115335481917,0.0
15.0,15.0,2.3512285929639973,2.177985248831205,1.3418045046359908,0.8983227207695345,0.016006854706725526,1.5268941651055101,1.7941535733201974,0.7987586261691529,1.366525327930279,3.0473770000297815,1.098371097439482,0.6186143921835047,2.3964936943240263,3.7742994326275454,1.2090308748122858,1.5253751515998102,1.529342980999212,1.4492334551567125,1.435801231800315,0.5295781178530616,1.0035977072017508,1.4119828272138546,1.3072284698016712,1.9315630765124712,0.5634326391752571,0.13686350121627153,1.2734916561077996,0.5320753369729428,0.41641933656901037,0.5882253621858097,0.9157120493929478,-0.821038164831088,1.0586448761018317,0.48611492809781875,0.0
16.0,16.0,1.6498077942091949,2.177985248831205,1.3418045046359908,-0.16952071136697855,-1.1579927427321466,1.5268941651055101,1.7941535733201974,1.858740967069831,1.6035326167184487,1.2730448067622995,1.647330437111604,1.0204120570812898,1.7338156710533192,2.657719209807662,1.2090308748122858,1.5253751515998102,2.2598863247630825,3.005804043107463,1.435801231800315,0.36755293435141567,1.0035977072017508,3.6967316452285273,2.4085901028123304,0.7887353652737258,1.3186459231782182,0.6024372671417064,-0.05297138128107241,-1.3177208661630848,0.887808659120553,0.5882253621858097,0.9157120493929478,0.9151883973713606,0.6872373273742879,0.48611492809781875,0.0
17.0,17.0,2.1284447774706265,3.484261690381387,1.3418045046359908,0.8983227207695345,1.1103393027189825,1.5268941651055101,0.457135433650588,1.858740967069831,1.6035326167184487,1.2730448067622995,1.098371097439482,1.0204120570812898,2.0358574088291572,3.005437207063491,0.9977176856653294,1.5253751515998102,1.0122469227768596,2.9289445542170105,1.0394509179607079,-0.5820169970660749,1.0035977072017508,1.4119828272138546,1.3072284698016712,1.302327929772827,1.3186459231782182,3.8673866135174797,1.2734916561077996,0.6301697557293423,0.25045878419579226,1.3314531942785406,0.9157120493929478,0.5308956554522309,0.46570596975836787,0.48611492809781875,0.0
18.0,18.0,1.3564218532920524,2.177985248831205,1.3418045046359908,0.8983227207695345,1.1738548720169506,1.5268941651055101,1.7941535733201974,0.8570363784272833,1.3580466517466978,0.22686716484260291,1.098371097439482,1.0271767490227843,0.7682351967339859,1.7545835826327512,1.2090308748122858,1.5253751515998102,1.529342980999212,1.4492334551567125,1.435801231800315,0.5295781178530616,1.0035977072017508,1.4119828272138546,1.3072284698016712,0.677067590154273,1.2284443452646707,0.8138040333707554,1.2734916561077996,2.0895996643987025,0.6558793116858707,0.5882253621858097,0.9157120493929478,1.566866406622572,2.6333807224397585,0.48611492809781875,0.0
19.0,19.0,1.6498077942091949,1.5220299403060351,1.3418045046359908,0.8983227207695345,1.7318257996283468,1.9435286599742883,-0.2558781679538908,1.858740967069831,1.6035326167184487,1.2730448067622995,1.098371097439482,1.0490307741593683,1.3771329109051715,0.2573818415082978,1.2090308748122858,1.5253751515998102,1.529342980999212,1.4492334551567125,1.435801231800315,1.632244570929624,2.799622395077142,0.7234164965519813,1.3072284698016712,0.6565278411079253,1.3186459231782182,0.6706250873492006,2.891243409062526,0.6301697557293423,1.1365683059426908,1.0483210265169438,0.9157120493929478,0.5308956554522309,0.44471477028568196,0.48611492809781875,0.0
20.0,20.0,0.2247834455045217,2.177985248831205,0.6598383226450893,0.8983227207695345,1.1103393027189825,3.015463553250185,1.7941535733201974,1.858740967069831,1.6035326167184487,0.20303856590777963,1.3056238037916197,1.0204120570812898,1.3771329109051715,1.5486108765854754,-0.6499946943483567,1.2533183793659792,2.083821526607328,1.4492334551567125,1.7384675214867165,0.5295781178530616,0.11820379289024038,1.9689367375827116,1.3072284698016712,1.302327929772827,1.3186459231782182,2.3887581313451047,3.091043571046352,0.6301697557293423,0.887808659120553,-1.4285553189806575,0.9157120493929478,2.8134764174044884,0.6872373273742879,0.48611492809781875,0.0
21.0,21.0,1.6498077942091949,2.177985248831205,-0.25379445202457823,0.8983227207695345,1.1867390455050177,1.5268941651055101,1.7941535733201974,1.858740967069831,1.9951975387141059,1.2730448067622995,1.098371097439482,1.4109768090395642,2.2940980756278364,0.20787593366819793,-0.514000921907622,2.898776612186794,1.529342980999212,1.9024293145046192,2.05570211541006,0.5295781178530616,1.0035977072017508,1.4119828272138546,2.2700847425991935,1.302327929772827,1.3186459231782182,1.3885579399735584,2.375665690476462,0.6301697557293423,-1.1379800088154932,0.5882253621858097,0.9992610939989449,0.5308956554522309,1.0017195548286386,0.48611492809781875,0.0
22.0,22.0,1.6498077942091949,2.177985248831205,-1.0916359648064624,0.8983227207695345,1.1103393027189825,1.1974442290669507,2.117139849957239,1.858740967069831,3.0886344653962543,3.683999931399628,1.098371097439482,1.0204120570812898,1.3771329109051715,1.3078828890103218,3.0209410303082707,1.5253751515998102,2.3705721450553363,1.4492334551567125,1.435801231800315,1.5727418818244094,0.0828116444362027,1.4119828272138546,0.5835155588526448,1.3056039487689939,1.3186459231782182,1.3885579399735584,1.2734916561077996,-1.2229846047196693,0.887808659120553,0.3875203818658253,-0.30093359553911614,0.5308956554522309,0.6872373273742879,0.48611492809781875,0.0
23.0,23.0,1.6498077942091949,2.177985248831205,0.022410961281206218,0.8983227207695345,1.1103393027189825,2.993004407882205,2.628791344941115,1.858740967069831,0.7797528098165478,1.2730448067622995,1.098371097439482,1.0204120570812898,1.3771329109051715,1.5486108765854754,0.7061984452841199,2.556187097644816,1.529342980999212,1.4492334551567125,2.9965487159741926,0.5295781178530616,0.49349350651269996,1.4119828272138546,1.3072284698016712,1.7614829503934906,1.3186459231782182,1.3885579399735584,1.2734916561077996,-0.05314927021457113,1.6629128377188274,0.5882253621858097,0.9157120493929478,-1.5171757889879434,2.0417508769479853,0.4093691088612511,0.0
24.0,24.0,2.581218431980989,2.177985248831205,1.3418045046359908,0.8983227207695345,1.1103393027189825,1.5268941651055101,3.055738523781334,2.0360503652873083,1.6035326167184487,1.2730448067622995,1.098371097439482,1.0204120570812898,1.3771329109051715,0.5646739576203839,1.2090308748122858,0.03795367451563342,3.121321109638209,1.4492334551567125,0.8213038018393841,1.1232098646294806,1.0035977072017508,0.720122028630027,0.6801724243534645,1.302327929772827,1.3186459231782182,1.3885579399735584,1.735936302921688,-1.1684274776452046,1.0789235302051727,0.5882253621858097,0.9157120493929478,3.3213249368150084,0.6872373273742879,-1.3104188296125103,0.0
25.0,25.0,1.6498077942091949,2.177985248831205,1.3418045046359908,0.8983227207695345,1.1103393027189825,1.5268941651055101,1.7941535733201974,1.1211377068257462,1.6035326167184487,1.2730448067622995,2.4044252765471397,1.0204120570812898,0.13918701122794694,1.017571379742231,3.098366149334396,2.48862063498049,-0.14465221260468383,1.4492334551567125,1.435801231800315,0.5295781178530616,1.0035977072017508,1.4119828272138546,3.0547980409633855,2.6201931286831472,0.9422755830832958,0.7001672581201014,2.5133889065639283,0.6301697557293423,0.887808659120553,0.5882253621858097,0.2073337327081566,0.5308956554522309,1.051338712592353,0.48611492809781875,0.0
26.0,26.0,1.6498077942091949,2.177985248831205,1.3418045046359908,-0.026744577695901724,0.6055067863676881,1.0108313408837046,2.6432663006822112,3.328399430327839,1.6035326167184487,1.2730448067622995,1.098371097439482,1.1629257278419858,1.9808822109672488,0.6476483428389596,3.778089218362413,1.4780520515518984,1.529342980999212,1.4492334551567125,1.435801231800315,0.5295781178530616,1.0035977072017508,1.4119828272138546,1.3072284698016712,1.302327929772827,1.3186459231782182,3.152178941128278,1.2734916561077996,-1.2281292896676888,0.887808659120553,1.3193576293577687,0.9157120493929478,0.5308956554522309,0.6872373273742879,1.0880419361967704,0.0
27.0,27.0,1.496531602229551,4.002523349110053,0.30925883347106525,-0.558512637311353,2.1273134789980177,1.026938804727365,1.7941535733201974,2.8694461139165672,3.168972114621606,1.2730448067622995,0.08793502011171313,0.036173619853567145,1.3771329109051715,1.3368750019607796,1.2090308748122858,0.9957645758513421,1.5566440268487198,1.4492334551567125,1.435801231800315,0.5295781178530616,2.1853338964795572,1.4119828272138546,1.3072284698016712,1.302327929772827,1.3186459231782182,1.3885579399735584,1.2734916561077996,0.6301697557293423,0.13974804921771986,0.5882253621858097,0.9157120493929478,0.5308956554522309,0.6872373273742879,0.48611492809781875,0.0
28.0,28.0,1.6498077942091949,2.177985248831205,1.3418045046359908,0.8983227207695345,1.1103393027189825,1.8831444818683132,2.505091606385906,1.858740967069831,1.6035326167184487,1.2730448067622995,-1.273334795526352,0.5018212552893525,1.1151425986524266,1.5486108765854754,1.2090308748122858,0.9148147865989251,1.529342980999212,1.248551015940762,1.7056281273860245,0.5295781178530616,1.0035977072017508,1.4119828272138546,3.800079921097263,3.0998126355834255,2.4286811497812466,1.3885579399735584,1.2734916561077996,0.6301697557293423,-0.46057049764007735,-0.12041813946051087,1.611610984872393,0.5308956554522309,0.6872373273742879,-0.926618166870761,0.0
29.0,29.0,3.1624459345114153,2.177985248831205,2.343058124186493,1.0730868175299337,-1.333028300454905,1.5268941651055101,1.2315020843417936,1.858740967069831,1.6035326167184487,3.5743603947021545,1.098371097439482,1.0204120570812898,1.3771329109051715,1.5486108765854754,1.2090308748122858,0.997620559447096,3.0395795090532154,1.7994310352662604,1.435801231800315,-0.7786014813681967,1.0035977072017508,1.4119828272138546,1.3072284698016712,0.47180264964351454,-0.007423587143443739,1.3885579399735584,1.2734916561077996,0.6301697557293423,0.887808659120553,-0.09037581502728863,0.9157120493929478,0.5308956554522309,0.9432104889460019,1.0568854649999135,0.0
30.0,30.0,1.6498077942091949,2.177985248831205,1.3418045046359908,1.2078695437246698,1.1103393027189825,0.15508275610796543,1.7941535733201974,3.793559809042692,2.446793056333338,0.171350775030954,1.098371097439482,0.7066095019443793,1.2148541155449266,1.5486108765854754,1.2090308748122858,1.5253751515998102,1.529342980999212,1.4492334551567125,2.5154565757305494,0.5295781178530616,1.1218540780297817,0.681556976113238,1.3072284698016712,1.302327929772827,1.3186459231782182,1.3885579399735584,1.385929992846921,0.9537244757353571,0.887808659120553,2.1465937285403283,0.9157120493929478,0.5308956554522309,0.5490526806387855,0.48611492809781875,0.0
